transaction_id,customer_id,customer_segment,account_age_days,prior_successful_payments,payment_method,transaction_amount,original_failure_at,failure_reason,retry_attempt_number,retry_window_minutes,retry_window_bucket,retry_at,hour_of_day,time_of_day_bucket,retry_success
T0000188,C01034,new,69,2,bank_transfer,74.22,2025-03-22T20:05:39,bank_decline_generic,1,7,short,2025-03-22T20:12:39,20,evening,0
T0000189,C03615,loyal,2257,161,credit_card,85.23,2025-01-14T04:21:02,insufficient_funds,1,495,medium,2025-01-14T12:36:02,4,night,0
T0000190,C01030,loyal,884,60,digital_wallet,18.72,2025-06-09T10:55:58,insufficient_funds,1,14,short,2025-06-09T11:09:58,10,morning,0
T0000191,C00780,returning,494,5,debit_card,130.08,2025-05-20T23:57:19,bank_decline_generic,3,19,short,2025-05-21T00:16:19,23,evening,0
T0000192,C03410,loyal,2307,125,debit_card,45.05,2025-01-27T15:21:21,insufficient_funds,2,1142,medium,2025-01-28T10:23:21,15,afternoon,0
T0000193,C00320,new,18,2,credit_card,113.23,2025-04-20T09:52:00,processing_error,2,11,short,2025-04-20T10:03:00,9,morning,0
T0000194,C02401,loyal,1319,130,credit_card,36.89,2025-01-20T22:06:29,processing_error,3,1732,long,2025-01-22T02:58:29,22,evening,1
T0000195,C03771,loyal,1855,151,debit_card,63.12,2025-01-11T18:11:10,network_error,3,23,short,2025-01-11T18:34:10,18,evening,1
T0000196,C03614,returning,579,14,credit_card,35.62,2025-06-24T16:55:03,insufficient_funds,2,671,medium,2025-06-25T04:06:03,16,afternoon,1
T0000197,C03456,returning,370,16,digital_wallet,47.5,2025-03-09T22:41:43,fraud_suspected,2,3,immediate,2025-03-09T22:44:43,22,evening,0
T0000198,C02823,returning,216,14,paypal,159.23,2025-04-01T16:03:59,incorrect_cvv,2,511,medium,2025-04-02T00:34:59,16,afternoon,0
T0000199,C00186,returning,145,7,credit_card,37.37,2025-05-12T17:19:49,processing_error,1,4,immediate,2025-05-12T17:23:49,17,afternoon,1
T0000200,C01207,returning,627,5,credit_card,69.32,2025-01-19T22:41:21,bank_decline_generic,1,8,short,2025-01-19T22:49:21,22,evening,1
T0000201,C00175,returning,368,12,credit_card,21.44,2025-01-07T05:31:36,card_not_activated,1,1,immediate,2025-01-07T05:32:36,5,night,0
T0000202,C01776,returning,537,16,paypal,22.86,2025-06-01T18:15:30,network_error,2,7,short,2025-06-01T18:22:30,18,evening,1
T0000203,C03937,returning,516,8,digital_wallet,25.76,2025-01-04T00:31:29,network_error,1,99,medium,2025-01-04T02:10:29,0,night,0
T0000204,C01533,returning,91,4,paypal,73.34,2025-06-24T13:18:06,incorrect_cvv,2,3,immediate,2025-06-24T13:21:06,13,afternoon,1
T0000205,C00881,loyal,1694,33,paypal,87.32,2025-03-06T20:04:00,processing_error,2,1,immediate,2025-03-06T20:05:00,20,evening,1
T0000206,C02041,returning,461,19,bank_transfer,101.02,2025-01-30T21:07:05,network_error,2,36,short,2025-01-30T21:43:05,21,evening,1
T0000207,C03894,loyal,1387,198,credit_card,44.24,2025-06-20T23:35:50,card_not_activated,2,42,short,2025-06-21T00:17:50,23,evening,0
T0000208,C00179,loyal,1516,96,credit_card,83.94,2025-05-11T20:11:51,insufficient_funds,1,16,short,2025-05-11T20:27:51,20,evening,1
T0000209,C03014,loyal,1760,149,digital_wallet,58.62,2025-02-06T13:10:06,processing_error,1,26,short,2025-02-06T13:36:06,13,afternoon,1
T0000210,C00018,loyal,1620,196,credit_card,57.67,2025-01-19T14:49:07,incorrect_cvv,1,2,immediate,2025-01-19T14:51:07,14,afternoon,1
T0000211,C03006,returning,310,8,upi,142.72,2025-04-02T08:44:06,network_error,2,29,short,2025-04-02T09:13:06,8,morning,1
T0000212,C03441,new,11,1,digital_wallet,10.32,2025-03-14T16:09:32,card_not_activated,1,8,short,2025-03-14T16:17:32,16,afternoon,0
T0000213,C01913,loyal,2743,98,credit_card,29.33,2025-02-04T15:39:18,incorrect_cvv,1,40,short,2025-02-04T16:19:18,15,afternoon,1
T0000214,C01121,loyal,2695,118,debit_card,115.11,2025-01-26T21:55:33,processing_error,3,5,immediate,2025-01-26T22:00:33,21,evening,1
T0000215,C02700,loyal,1775,190,debit_card,48.63,2025-05-23T01:02:40,insufficient_funds,2,5,immediate,2025-05-23T01:07:40,1,night,0
T0000216,C00519,loyal,2075,62,paypal,41.08,2025-02-17T12:12:02,bank_decline_generic,1,297,medium,2025-02-17T17:09:02,12,afternoon,0
T0000217,C00013,loyal,1674,46,credit_card,17.98,2025-05-19T19:14:59,bank_decline_generic,3,12,short,2025-05-19T19:26:59,19,evening,1
T0000218,C01680,returning,169,19,credit_card,52.9,2025-05-14T23:04:30,expired_card,3,68,medium,2025-05-15T00:12:30,23,evening,0
T0000219,C02480,returning,642,20,debit_card,122.35,2025-01-30T16:51:55,insufficient_funds,1,2,immediate,2025-01-30T16:53:55,16,afternoon,0
T0000220,C03018,returning,593,8,debit_card,76.78,2025-03-16T10:25:59,insufficient_funds,1,37,short,2025-03-16T11:02:59,10,morning,1
T0000221,C03147,loyal,2315,162,debit_card,65.61,2025-01-08T14:27:25,card_not_activated,1,22,short,2025-01-08T14:49:25,14,afternoon,1
T0000222,C01822,loyal,1880,194,credit_card,54.43,2025-02-02T13:27:56,bank_decline_generic,1,5,immediate,2025-02-02T13:32:56,13,afternoon,0
T0000223,C02701,returning,104,14,credit_card,31.4,2025-04-10T20:40:56,card_not_activated,3,17,short,2025-04-10T20:57:56,20,evening,0
T0000224,C03290,new,44,0,credit_card,107.03,2025-04-27T16:24:16,insufficient_funds,2,37,short,2025-04-27T17:01:16,16,afternoon,0
T0000225,C01849,loyal,1729,148,digital_wallet,52.38,2025-05-10T05:34:15,expired_card,2,1,immediate,2025-05-10T05:35:15,5,night,0
T0000226,C01512,loyal,1837,106,credit_card,32.74,2025-03-13T20:49:46,expired_card,1,27,short,2025-03-13T21:16:46,20,evening,0
T0000227,C02887,loyal,2099,172,paypal,62.09,2025-06-25T21:21:12,expired_card,1,2,immediate,2025-06-25T21:23:12,21,evening,0
T0000228,C03851,loyal,2268,105,paypal,14.14,2025-02-10T21:08:05,insufficient_funds,2,1,immediate,2025-02-10T21:09:05,21,evening,1
T0000229,C02474,loyal,1321,102,debit_card,86.33,2025-06-08T12:48:25,network_error,1,5,immediate,2025-06-08T12:53:25,12,afternoon,1
T0000230,C01822,loyal,1880,194,credit_card,56.45,2025-03-13T19:37:07,expired_card,1,4,immediate,2025-03-13T19:41:07,19,evening,0
T0000231,C03599,returning,151,18,bank_transfer,85.61,2025-02-28T19:56:19,network_error,1,253,medium,2025-03-01T00:09:19,19,evening,1
T0000232,C02120,loyal,844,116,credit_card,25.86,2025-02-02T08:07:05,expired_card,3,6,short,2025-02-02T08:13:05,8,morning,0
T0000233,C03875,returning,122,13,upi,98.28,2025-06-24T09:56:57,network_error,2,10,short,2025-06-24T10:06:57,9,morning,1
T0000234,C01662,returning,628,13,credit_card,24.44,2025-05-25T20:14:57,incorrect_cvv,1,21,short,2025-05-25T20:35:57,20,evening,1
T0000235,C00458,loyal,2384,97,paypal,209.43,2025-01-10T21:40:44,expired_card,1,2,immediate,2025-01-10T21:42:44,21,evening,0
T0000236,C00136,returning,111,15,debit_card,21.9,2025-05-13T09:08:04,expired_card,3,3,immediate,2025-05-13T09:11:04,9,morning,0
T0000237,C03867,returning,505,4,upi,39.5,2025-01-24T19:13:48,network_error,1,545,medium,2025-01-25T04:18:48,19,evening,1
T0000238,C02846,new,78,2,credit_card,25.35,2025-03-17T09:46:01,processing_error,2,3,immediate,2025-03-17T09:49:01,9,morning,0
T0000239,C03863,loyal,2075,182,paypal,162.69,2025-06-23T20:43:13,bank_decline_generic,2,1,immediate,2025-06-23T20:44:13,20,evening,0
T0000240,C00699,new,65,2,bank_transfer,41.33,2025-06-15T14:44:53,bank_decline_generic,1,720,medium,2025-06-16T02:44:53,14,afternoon,0
T0000241,C03885,loyal,2184,191,debit_card,98.1,2025-01-18T21:35:29,insufficient_funds,2,3,immediate,2025-01-18T21:38:29,21,evening,0
T0000242,C00400,new,53,0,paypal,329.81,2025-01-31T13:22:41,bank_decline_generic,2,349,medium,2025-01-31T19:11:41,13,afternoon,0
T0000243,C02832,loyal,2098,88,debit_card,28.2,2025-06-04T20:27:59,processing_error,2,4,immediate,2025-06-04T20:31:59,20,evening,0
T0000244,C03877,returning,496,9,debit_card,65.41,2025-05-15T23:09:10,bank_decline_generic,2,24,short,2025-05-15T23:33:10,23,evening,0
T0000245,C02666,new,13,1,credit_card,93.15,2025-06-17T09:46:22,incorrect_cvv,2,4,immediate,2025-06-17T09:50:22,9,morning,0
T0000246,C03598,returning,288,11,paypal,10.36,2025-04-03T20:15:04,bank_decline_generic,1,1,immediate,2025-04-03T20:16:04,20,evening,0
T0000247,C00025,loyal,1287,151,debit_card,73.24,2025-02-14T20:19:49,insufficient_funds,2,7,short,2025-02-14T20:26:49,20,evening,1
T0000248,C01150,returning,687,14,credit_card,29.8,2025-04-21T20:30:42,expired_card,2,3,immediate,2025-04-21T20:33:42,20,evening,0
T0000249,C03207,loyal,2718,22,paypal,56.87,2025-03-13T06:46:17,insufficient_funds,1,49,short,2025-03-13T07:35:17,6,morning,0
T0000250,C01299,loyal,767,183,bank_transfer,61.28,2025-03-11T20:03:30,bank_decline_generic,1,64,medium,2025-03-11T21:07:30,20,evening,0
T0000251,C03475,new,24,1,paypal,55.08,2025-01-27T19:05:09,incorrect_cvv,2,4379,long,2025-01-30T20:04:09,19,evening,0
T0000252,C01643,loyal,2378,148,bank_transfer,25.23,2025-04-12T14:04:10,network_error,2,125,medium,2025-04-12T16:09:10,14,afternoon,0
T0000253,C01572,returning,447,16,credit_card,38.11,2025-03-31T22:44:36,card_not_activated,1,16,short,2025-03-31T23:00:36,22,evening,0
T0000254,C00370,returning,310,13,upi,93.87,2025-03-05T11:01:32,processing_error,1,454,medium,2025-03-05T18:35:32,11,morning,1
T0000255,C01527,loyal,1778,88,debit_card,92.39,2025-03-30T20:18:30,insufficient_funds,3,1,immediate,2025-03-30T20:19:30,20,evening,0
T0000256,C01195,new,41,2,debit_card,31.94,2025-03-29T21:56:05,incorrect_cvv,1,4,immediate,2025-03-29T22:00:05,21,evening,0
T0000257,C00088,loyal,2984,58,debit_card,13.69,2025-03-03T18:30:12,insufficient_funds,1,1330,medium,2025-03-04T16:40:12,18,evening,0
T0000258,C02604,returning,200,7,credit_card,18.28,2025-05-16T12:20:13,insufficient_funds,1,2,immediate,2025-05-16T12:22:13,12,afternoon,0
T0000259,C01854,new,84,0,credit_card,38.36,2025-03-24T11:05:54,incorrect_cvv,2,2,immediate,2025-03-24T11:07:54,11,morning,0
T0000260,C02637,returning,536,13,bank_transfer,81.8,2025-03-06T19:55:57,card_not_activated,2,1,immediate,2025-03-06T19:56:57,19,evening,0
T0000261,C00501,loyal,1320,95,credit_card,91.38,2025-04-28T16:48:38,insufficient_funds,1,916,medium,2025-04-29T08:04:38,16,afternoon,0
T0000262,C02101,returning,654,5,credit_card,69.65,2025-05-08T18:10:09,insufficient_funds,1,17,short,2025-05-08T18:27:09,18,evening,0
T0000263,C02301,loyal,1456,34,credit_card,11.67,2025-05-05T19:33:37,bank_decline_generic,1,1,immediate,2025-05-05T19:34:37,19,evening,0
T0000264,C00474,returning,166,15,debit_card,18.5,2025-01-09T14:19:57,bank_decline_generic,2,2,immediate,2025-01-09T14:21:57,14,afternoon,0
T0000265,C00534,loyal,1734,195,bank_transfer,77.61,2025-01-08T10:02:19,network_error,3,11,short,2025-01-08T10:13:19,10,morning,1
T0000266,C02956,returning,114,12,credit_card,40.67,2025-01-27T19:13:46,bank_decline_generic,1,2,immediate,2025-01-27T19:15:46,19,evening,0
T0000267,C01367,loyal,2619,186,debit_card,14.48,2025-04-02T22:35:27,card_not_activated,1,3,immediate,2025-04-02T22:38:27,22,evening,0
T0000268,C01602,returning,191,17,debit_card,14.17,2025-01-15T10:34:35,expired_card,1,154,medium,2025-01-15T13:08:35,10,morning,0
T0000269,C00547,loyal,2558,117,debit_card,120.49,2025-02-07T11:18:11,insufficient_funds,1,1,immediate,2025-02-07T11:19:11,11,morning,0
T0000270,C02640,new,41,2,debit_card,55.44,2025-04-15T20:02:35,fraud_suspected,2,5112,long,2025-04-19T09:14:35,20,evening,0
T0000271,C03018,returning,593,8,credit_card,38.17,2025-06-06T17:41:42,card_not_activated,1,10,short,2025-06-06T17:51:42,17,afternoon,1
T0000272,C02143,new,11,1,paypal,151.16,2025-03-13T22:10:10,bank_decline_generic,1,10,short,2025-03-13T22:20:10,22,evening,1
T0000273,C03021,loyal,1260,42,debit_card,89.03,2025-02-08T09:33:09,network_error,1,1,immediate,2025-02-08T09:34:09,9,morning,1
T0000274,C00884,loyal,1123,79,credit_card,43.34,2025-04-01T14:46:44,insufficient_funds,1,6612,long,2025-04-06T04:58:44,14,afternoon,0
T0000275,C03121,loyal,772,108,credit_card,22.81,2025-03-09T19:20:15,bank_decline_generic,1,2,immediate,2025-03-09T19:22:15,19,evening,1
T0000276,C03089,returning,401,16,credit_card,72.14,2025-02-03T10:13:17,processing_error,1,1861,long,2025-02-04T17:14:17,10,morning,1
T0000277,C03997,new,50,0,upi,159.52,2025-01-18T14:10:10,fraud_suspected,1,1,immediate,2025-01-18T14:11:10,14,afternoon,0
T0000278,C02188,returning,172,4,credit_card,29.45,2025-01-20T20:30:41,processing_error,1,39,short,2025-01-20T21:09:41,20,evening,1
T0000279,C01558,loyal,2367,104,credit_card,90.13,2025-02-14T15:58:28,insufficient_funds,1,24,short,2025-02-14T16:22:28,15,afternoon,1
T0000280,C02337,returning,170,11,credit_card,34.09,2025-03-16T13:34:18,processing_error,1,5899,long,2025-03-20T15:53:18,13,afternoon,1
T0000281,C02291,returning,436,16,bank_transfer,181.59,2025-01-20T08:05:03,insufficient_funds,1,18,short,2025-01-20T08:23:03,8,morning,0
T0000282,C02686,loyal,1819,147,credit_card,59.28,2025-06-24T06:54:03,bank_decline_generic,2,28,short,2025-06-24T07:22:03,6,morning,0
T0000283,C02348,loyal,2674,172,credit_card,41.23,2025-02-18T18:11:38,expired_card,1,681,medium,2025-02-19T05:32:38,18,evening,0
T0000284,C00886,returning,182,9,debit_card,31.72,2025-02-01T02:54:18,insufficient_funds,2,1,immediate,2025-02-01T02:55:18,2,night,0
T0000285,C03628,loyal,1644,143,credit_card,126.41,2025-04-08T20:31:32,network_error,1,1473,long,2025-04-09T21:04:32,20,evening,1
T0000286,C02744,returning,249,12,paypal,60.61,2025-05-29T21:12:50,processing_error,3,24,short,2025-05-29T21:36:50,21,evening,1
T0000287,C03795,returning,170,15,credit_card,21.36,2025-03-03T13:17:11,incorrect_cvv,1,11,short,2025-03-03T13:28:11,13,afternoon,1
T0000288,C02171,new,12,2,credit_card,74.64,2025-04-28T08:41:23,network_error,1,1932,long,2025-04-29T16:53:23,8,morning,1
T0000289,C00609,loyal,1869,160,debit_card,17.56,2025-05-28T18:37:25,insufficient_funds,2,3,immediate,2025-05-28T18:40:25,18,evening,0
T0000290,C00723,loyal,2450,198,credit_card,12.59,2025-01-15T12:16:39,incorrect_cvv,1,20,short,2025-01-15T12:36:39,12,afternoon,1
T0000291,C03047,returning,386,9,credit_card,91.14,2025-02-22T16:54:54,insufficient_funds,2,74,medium,2025-02-22T18:08:54,16,afternoon,0
T0000292,C03654,returning,672,8,credit_card,70.49,2025-03-14T15:55:27,network_error,1,59,short,2025-03-14T16:54:27,15,afternoon,1
T0000293,C01324,new,25,2,paypal,49.05,2025-01-12T13:19:48,insufficient_funds,2,60,medium,2025-01-12T14:19:48,13,afternoon,0
T0000294,C01928,returning,97,10,bank_transfer,21.96,2025-04-12T11:47:24,processing_error,2,4,immediate,2025-04-12T11:51:24,11,morning,0
T0000295,C00529,loyal,1994,197,credit_card,28.74,2025-02-05T07:09:45,bank_decline_generic,1,106,medium,2025-02-05T08:55:45,7,morning,1
T0000296,C00874,returning,520,6,credit_card,34.2,2025-04-05T22:58:56,network_error,1,940,medium,2025-04-06T14:38:56,22,evening,0
T0000297,C01643,loyal,2378,148,bank_transfer,44.91,2025-04-30T11:44:33,insufficient_funds,1,3,immediate,2025-04-30T11:47:33,11,morning,0
T0000298,C02761,returning,100,8,debit_card,24.18,2025-01-01T06:22:59,insufficient_funds,1,2,immediate,2025-01-01T06:24:59,6,morning,0
T0000299,C00179,loyal,1516,96,credit_card,69.57,2025-02-22T10:33:57,insufficient_funds,1,1172,medium,2025-02-23T06:05:57,10,morning,0
T0000300,C01816,returning,705,11,credit_card,61.18,2025-03-25T08:29:48,incorrect_cvv,2,1,immediate,2025-03-25T08:30:48,8,morning,0
T0000301,C03166,new,82,2,credit_card,24.25,2025-04-04T13:47:05,network_error,3,45,short,2025-04-04T14:32:05,13,afternoon,0
T0000302,C00997,loyal,1501,107,credit_card,13.78,2025-05-31T07:04:12,insufficient_funds,3,7,short,2025-05-31T07:11:12,7,morning,0
T0000303,C03409,loyal,1210,105,credit_card,47.72,2025-02-13T12:11:29,processing_error,1,73,medium,2025-02-13T13:24:29,12,afternoon,0
T0000304,C02607,returning,514,5,debit_card,81.43,2025-05-03T18:52:37,insufficient_funds,1,51,short,2025-05-03T19:43:37,18,evening,0
T0000305,C00298,loyal,970,143,bank_transfer,53.0,2025-04-28T14:26:07,processing_error,3,7,short,2025-04-28T14:33:07,14,afternoon,0
T0000306,C02649,loyal,1218,116,upi,58.68,2025-05-12T01:45:52,processing_error,2,199,medium,2025-05-12T05:04:52,1,night,0
T0000307,C02447,loyal,1442,69,debit_card,85.88,2025-06-11T07:20:28,insufficient_funds,2,22,short,2025-06-11T07:42:28,7,morning,0
T0000308,C00035,new,67,0,debit_card,18.23,2025-02-27T21:37:55,network_error,1,24,short,2025-02-27T22:01:55,21,evening,1
T0000309,C02293,returning,380,9,paypal,43.7,2025-01-05T16:35:50,network_error,1,3,immediate,2025-01-05T16:38:50,16,afternoon,1
T0000310,C02038,loyal,729,130,paypal,13.18,2025-06-05T15:19:07,incorrect_cvv,1,4,immediate,2025-06-05T15:23:07,15,afternoon,1
T0000311,C02142,loyal,2731,138,debit_card,19.39,2025-03-15T11:37:34,insufficient_funds,2,1,immediate,2025-03-15T11:38:34,11,morning,0
T0000312,C03846,returning,624,14,credit_card,54.87,2025-03-19T11:38:57,insufficient_funds,1,106,medium,2025-03-19T13:24:57,11,morning,0
T0000313,C00003,returning,695,16,credit_card,23.34,2025-04-22T15:55:42,bank_decline_generic,2,2,immediate,2025-04-22T15:57:42,15,afternoon,0
T0000314,C00056,returning,168,17,debit_card,115.33,2025-03-13T21:03:00,insufficient_funds,2,30,short,2025-03-13T21:33:00,21,evening,0
T0000315,C02382,returning,540,8,credit_card,139.36,2025-01-04T21:22:24,expired_card,1,34,short,2025-01-04T21:56:24,21,evening,0
T0000316,C02275,returning,283,6,debit_card,28.04,2025-04-04T21:58:01,processing_error,2,7,short,2025-04-04T22:05:01,21,evening,0
T0000317,C02760,returning,233,17,digital_wallet,39.8,2025-02-22T21:19:16,insufficient_funds,1,6,short,2025-02-22T21:25:16,21,evening,0
T0000318,C00144,new,59,0,credit_card,73.31,2025-06-01T08:20:58,incorrect_cvv,1,44,short,2025-06-01T09:04:58,8,morning,0
T0000319,C03429,loyal,2965,120,bank_transfer,57.79,2025-01-02T12:13:59,processing_error,1,15,short,2025-01-02T12:28:59,12,afternoon,1
T0000320,C01319,new,57,1,credit_card,36.33,2025-04-27T14:10:06,bank_decline_generic,1,328,medium,2025-04-27T19:38:06,14,afternoon,0
T0000321,C00412,loyal,916,188,credit_card,32.05,2025-06-17T21:03:00,processing_error,3,3,immediate,2025-06-17T21:06:00,21,evening,1
T0000322,C02564,returning,552,7,paypal,71.93,2025-03-31T14:27:49,expired_card,2,31,short,2025-03-31T14:58:49,14,afternoon,0
T0000323,C01315,loyal,1677,72,paypal,40.13,2025-05-10T11:43:53,expired_card,1,162,medium,2025-05-10T14:25:53,11,morning,0
T0000324,C03417,new,0,2,credit_card,78.7,2025-03-01T16:16:28,incorrect_cvv,1,1,immediate,2025-03-01T16:17:28,16,afternoon,1
T0000325,C03506,returning,679,9,credit_card,28.94,2025-06-15T19:07:53,fraud_suspected,1,12,short,2025-06-15T19:19:53,19,evening,0
T0000326,C01957,new,66,2,credit_card,52.65,2025-02-13T09:33:13,incorrect_cvv,1,75,medium,2025-02-13T10:48:13,9,morning,0
T0000327,C00735,returning,399,9,debit_card,44.06,2025-04-09T15:11:51,bank_decline_generic,1,4,immediate,2025-04-09T15:15:51,15,afternoon,0
T0000328,C00248,loyal,1707,148,digital_wallet,54.85,2025-03-28T18:26:20,bank_decline_generic,1,2,immediate,2025-03-28T18:28:20,18,evening,0
T0000329,C01444,returning,567,18,credit_card,23.17,2025-02-06T11:55:24,network_error,1,245,medium,2025-02-06T16:00:24,11,morning,1
T0000330,C00845,loyal,1380,40,debit_card,63.68,2025-04-25T16:16:56,expired_card,3,138,medium,2025-04-25T18:34:56,16,afternoon,1
T0000331,C00110,new,85,1,paypal,84.24,2025-01-10T15:35:21,incorrect_cvv,1,19,short,2025-01-10T15:54:21,15,afternoon,1
T0000332,C01659,loyal,2423,134,credit_card,63.74,2025-06-25T11:41:18,expired_card,1,308,medium,2025-06-25T16:49:18,11,morning,0
T0000333,C01499,loyal,1791,200,credit_card,22.96,2025-06-26T21:52:49,bank_decline_generic,1,3,immediate,2025-06-26T21:55:49,21,evening,0
T0000334,C02332,loyal,2463,198,credit_card,125.13,2025-04-29T17:42:54,network_error,1,1,immediate,2025-04-29T17:43:54,17,afternoon,1
T0000335,C03603,loyal,1491,173,paypal,47.71,2025-06-29T12:37:33,expired_card,2,8719,long,2025-07-05T13:56:33,12,afternoon,0
T0000336,C02089,returning,474,13,debit_card,60.01,2025-04-12T07:11:46,insufficient_funds,1,2,immediate,2025-04-12T07:13:46,7,morning,0
T0000337,C02311,returning,698,8,debit_card,59.61,2025-04-06T20:05:17,card_not_activated,2,1,immediate,2025-04-06T20:06:17,20,evening,0
T0000338,C00430,loyal,1203,88,bank_transfer,31.4,2025-01-10T12:09:35,bank_decline_generic,1,4497,long,2025-01-13T15:06:35,12,afternoon,0
T0000339,C03010,returning,568,14,paypal,71.87,2025-04-01T22:00:49,bank_decline_generic,1,1,immediate,2025-04-01T22:01:49,22,evening,0
T0000340,C01001,returning,690,18,digital_wallet,65.8,2025-01-25T20:30:19,insufficient_funds,1,182,medium,2025-01-25T23:32:19,20,evening,0
T0000341,C01330,loyal,809,31,credit_card,26.53,2025-01-20T20:45:07,insufficient_funds,1,4,immediate,2025-01-20T20:49:07,20,evening,1
T0000342,C03158,loyal,2921,51,paypal,30.79,2025-03-15T19:08:58,incorrect_cvv,2,2,immediate,2025-03-15T19:10:58,19,evening,1
T0000343,C03203,returning,427,19,debit_card,20.65,2025-01-02T17:34:20,card_not_activated,1,7406,long,2025-01-07T21:00:20,17,afternoon,0
T0000344,C03452,loyal,2243,123,credit_card,162.16,2025-02-16T16:36:11,expired_card,1,87,medium,2025-02-16T18:03:11,16,afternoon,0
